UID	row_clusters-flat	HSCP-1	NK	HSCP-2	Meg	Eryth	Multi-Lin	IG2	DC	MDP	Mono	Gran	Myelocyte
Syne1	2	0.622930351	0.555816155	0.35614381	0.6709928735	0.685193752	0.411426246	0.35614381	0.40053793	0.238735052	0.2868326815	3.9422134875	6.7979855495
Neu1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.244874217	5.337983631	4.667838093
AB124611	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.719019979	3.5746703345
Mgl2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.907790021	0.0
Cybb	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.273512804	5.224767791	9.1403068455
G0s2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1772966035	1.3688866385
Clec5a	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9900369345	6.4882208875	7.521773701
Prom1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9840973005	2.5888353395
Ncam1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5771052655	5.687611779
Abca13	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8446495805	3.1364147195
Pilrb1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7322256005	6.811801913
C3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.143765698	6.6036219515	8.0458963635
Clec4a2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.687959472	8.433512618
Fcnb	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.584146731	11.610052695
Fam160a2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1541950005	1.9159284895
Csf2ra	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.432959407	0.0	2.0609055755	3.974949531	5.673312129
Tshr	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pygl	2	0.0	0.0	0.0	0.0	1.5738161635	0.516015147	1.970853654	0.0	0.1892558115	2.5207353975	5.718496982	7.560813703
Agpat2	2	1.14404637	0.847996907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7209627905	7.3004866835
Cyba	2	7.035953757	7.901168595	6.503348735	6.443032065	7.988206117	6.708325207	7.858913471	8.816599707	8.222767794	8.587003638	9.4095519705	10.993680125
Arhgdib	2	11.22648445	12.23299645	10.98895446	10.0191832005	9.7194671255	10.85230322	11.29141823	11.69758879	11.28586056	11.606472225	12.52603084	13.11201458
Tmem2	2	0.0	0.0	0.0	0.0	0.0	0.0	1.700439718	0.0	0.0	0.3388555935	3.2392076615	0.898298877
Tanc1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mgam	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56468891	0.0
Far2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.794454412	0.149329158
Galns	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8911623425	4.0957023645
Itgb2	2	0.0	9.075024475	0.0	0.88497048	0.0	0.0	0.0	4.464668267	0.0	0.0	3.4456907575	9.302941191
Tuba8	2	0.0	0.0	0.0	6.6997729305	0.0	0.0	0.0	0.0	0.0	0.0	5.3702700305	6.246081133
Mcu	2	0.0	0.0	0.0	5.805250863	3.665422595	1.15704371	6.357376055	0.0	0.2111165005	5.9717510125	7.6389426235	7.28482936
Mrgpra2b	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.169666639	0.0
Cd63	2	2.263034406	0.0	7.18992337	7.326519705	5.8922290895	9.988400664	8.546662993	0.0	0.0	6.301227431	11.48437692	9.674607471
Olr1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.452973863	0.7645606445
1700020L24Rik	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9358343605	3.3680446705
Gm12505	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7441032445	1.7186405065
Arsb	2	0.0	0.0	0.0	0.0	0.0	0.0	1.021479727	0.464668267	0.11939343	0.622899934	5.176518041	2.225678099
Actn1	2	0.0	0.0	0.0	0.4263989465	0.0	0.0	0.0	0.0	0.0	0.0	4.3347968755	5.283363538
4632428N05Rik	2	0.0	1.815575429	0.0	0.0	0.0	0.0	0.189033824	0.0	0.1070624025	0.7311570635	3.5187674375	6.7908034005
Pde2a	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0918524235	6.226570357
Dgat2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4275164485	2.8233247135
Rhou	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6075919965
Chd7	2	0.0	1.996388746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.740303021	0.1681988285
Ptgs1	2	0.0	0.0	0.0	1.514850117	0.0	0.0	0.0	0.0	0.0	0.0	6.303163056	7.112126399
Prkcb	2	0.0	4.054848477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3599818655	3.9872371235
Pilra	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.898921534	4.932491716
Ltb4r1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2465178105	4.264624688
Ceacam1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9795970145	7.636143574
Vcam1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6080157585	0.1070624025
Mcemp1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2531906875	9.1650546775
Slc40a1	2	0.0	0.0	0.0	0.0	0.125480787	0.0	0.0	0.0	0.0	0.0	6.446007922	5.349013976
Gca	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0313750535	7.8003503285
Cebpe	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3845393915	5.8294545465
Hsd11b1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1850940625	8.2835822195
Mogat2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2982626135	1.201770209
Fam101b	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5229038525	5.3763400135
Pilrb2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.518163746	6.1039425685
Pglyrp1	2	0.0	10.12562011	0.0	0.0	0.0	0.0	6.761817143	6.183486514	0.0	3.6109167955	10.17987582	12.45327738
Trem3	2	0.0	0.0	0.0	0.0	0.0	0.0	5.403267722	0.0	0.0	6.368839579	9.8053972465	9.7807251765
S100a9	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.2946135975	16.37502477
1100001G20Rik	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.874666672	11.85871449
S100a8	2	0.0	0.0	0.0	0.0	0.0	0.0	1.687060688	0.0	0.0	2.017706384	12.62992288	17.314230065
Tmsb4x	2	10.39990806	13.50402568	10.4590627	11.99993366	6.328510563	10.88810394	10.81330823	13.950483	11.174337415	11.512103875	12.16941955	13.30214882
Aldh3b1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.723011259
Gas7	2	0.0	4.907371414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137503524	1.365124332	3.4941480645
Hmgn2	2	10.59284943	2.757023247	10.26518135	10.88158243	9.7867967085	11.05882381	11.54444771	9.674033333	10.85910281	11.42483705	12.242304295	13.21521204
Cd97	2	0.0	6.378511623	0.0	0.0	0.0	0.0	0.0	7.369117459	0.0	0.0	3.079602662	4.5623584415
Slc28a2	2	0.0	5.372603915	0.0	0.0	0.0	0.344828497	2.776103988	0.0	0.0	0.909997551	7.040557152	3.428106928
Tmem53	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.850219859	0.0
Gfi1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.313485279	0.0
Phkb	2	0.0	0.0	0.0	0.681080629	0.0	0.310340121	1.427606173	0.0	0.2568969535	1.1507352935	5.1149524355	0.0
Sept5	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.305863578
Camp	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.531751471	16.097410755
Ngp	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7092299185	16.896796605
Chil3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2063907625	14.003951965
Lcn2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.8459371
Lrg1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.08305903
9830107B12Rik	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4469383365
Itgam	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.832707756	7.846760834
Gsn	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.586914829	0.0	0.0	0.1551700605	7.163501877
Gpr84	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.234500148
Alox5	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4992671745
B430306N03Rik	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5249199195
Siglece	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3334982735
Cd300lf	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5192194625
Olfml2b	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.282627979
Fgr	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88227393
C5ar2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2264558325	0.373801115
Id2	2	0.0	11.52013737	0.0	0.0	0.0	0.0	0.0	11.40327305	0.0	0.0	4.125518198	8.1252953585
Adpgk	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.199667591	8.4756464515
Arrb2	2	0.0	0.0	0.0	1.764635622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1660164835
Klk14	2	4.904484098	1.150559677	1.097610797	0.0	0.0	1.084064265	5.287250643	0.0	0.0	4.531149108	6.670681456	3.8772460215
Rhox8	2	3.917431755	4.800123353	1.948600847	0.555515656	0.0	1.304511042	2.472487771	0.97819563	0.839937074	2.976334519	5.0316365265	4.330635375
Mylk4	2	0.90303827	0.23878686	0.0	0.1107838945	0.0	0.263034406	0.333423734	0.0	0.1008169305	0.244874217	0.8318544735	1.190946222
Hoxd11	2	0.0	0.0	0.0	0.0	0.0	0.0	0.275007047	0.0	0.0	0.275007047	1.103946426	0.247694087
Ly6i	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.326300609	1.024919919	4.796887895
Ly6f	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.769144915
Mmp9	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Retnlg	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8067658265
Inhba	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ear2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.439852883
Ltf	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.98498393
Itgb2l	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.083058095
Cd177	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.387313425
Orm1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8483972835
Ifitm6	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.58247829
C5ar1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.602876239
6430548M08Rik	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6282638135
Mmp25	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mapk13	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.765264741
Tnfsf13b	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3845684915
1700055N04Rik	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gp49a	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9237492145
Chil1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.026331706
Ppp1r42	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lyz1	2	3.377123749	0.0	3.019701914	0.0	0.0	3.71918344	4.960697039	4.354028938	4.561166562	5.4129436035	4.5282847195	10.76041951
Lyz2	2	6.43629512	0.0	4.213347282	3.280566821	1.64589754	6.100136671	8.35407303	8.11779892	8.038298816	8.5827695335	7.7581974445	13.95775657
Nqo1	2	0.0	0.0	0.0	0.0	1.580943841	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Col5a1	1	0.0	0.0	0.0	0.0	0.913197974	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Add2	1	0.0	0.0	0.0	0.0	2.0547972905	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cldn13	1	0.0	0.0	0.0	0.0	0.4199797935	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aqp1	1	0.0	0.0	0.0	0.0	0.4566697175	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pklr	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Reps2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Epdr1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Epor	1	0.0	0.0	0.0	0.0	2.4114262455	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ptpn14	1	0.0	0.150559677	0.0	0.0	0.4073367315	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gypa	1	0.0	0.0	0.0	0.0	0.2111165005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933431E20Rik	1	0.0	0.0	0.0	0.0	0.818178903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aqp9	1	0.0	0.0	0.0	0.0	4.068944113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Abcb4	1	0.0	0.0	0.0	0.0	4.3533985655	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc25a21	1	0.0	0.0	0.0	0.0	1.487650006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kel	1	0.0	0.0	0.0	0.0	2.4331572805	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ermap	1	0.0	0.0	0.0	0.0	7.0637235335	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhd	1	0.0	0.0	0.0	0.0	5.3163260535	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Klf1	1	0.0	0.0	0.0	0.0	7.1850260625	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ces2g	1	0.0	0.0	0.0	0.0	6.849467015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Car1	1	0.0	0.0	0.0	1.5046019135	13.209439125	0.0	0.0	2.794935663	0.535194664	0.0	0.0	0.0
Atp1b2	1	0.0	0.0	0.0	0.0	7.6060308135	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zg16	1	0.0	0.0	0.0	0.0	3.991843122	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc38a5	1	0.0	0.0	0.0	0.0	1.342409369	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spire1	1	0.0	0.0	0.0	0.0	3.9458256365	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhag	1	0.0	0.0	0.0	0.0	0.7779080775	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm15915	1	0.0	0.0	0.0	0.0	7.595576127	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trib2	1	0.0	0.0	0.0	0.0	6.6492337945	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tspo2	1	0.0	0.0	0.0	0.0	6.6955724055	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Optn	1	0.0	0.0	0.0	0.0	3.5760562095	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blvrb	1	0.0	0.0	0.0	0.0	10.13791494	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clca1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nfia	1	0.650764559	0.0	3.407352751	1.5003245335	5.639808192	0.201633861	0.0	0.0	0.0621640675	0.1758141645	0.2264558325	0.2106857165
Gstm5	1	0.0	0.0	0.0	0.0	9.018830776	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc45a3	1	0.0	0.0	0.0	0.0	1.327584309	0.23878686	0.0	0.0	0.0	0.0	0.0	0.0
Apoe	1	0.0	1.169925001	1.704871964	2.276323791	9.0541037385	6.448074996	2.778208576	0.0	0.0	0.0	0.0	0.0
Gata1	1	0.0	0.0	0.0	6.495907941	8.404103341	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mfsd2b	1	0.0	0.0	0.321928095	7.037570993	7.788658476	0.298658316	0.0	0.0	0.388893952	0.0	0.0	0.0
Gfi1b	1	0.0	0.0	0.0	6.236935277	6.833192455	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc14a1	1	0.0	0.86393845	0.0	8.7261673545	4.8246063495	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tgfbr3	1	0.0	0.0	0.0	3.5049255035	4.653399515	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Icam4	1	0.0	0.0	0.0	1.3980912055	6.0991470055	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfpm1	1	0.0	0.0	0.0	1.8980081195	1.831598292	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Smim5	1	0.0	0.0	0.0	2.7036933725	2.0307671445	0.0	0.0	0.0	0.0	0.0	0.0	4.0074415195
Hemgn	1	0.0	0.0	0.0	2.9724842585	5.833321495	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clec4d	1	0.0	0.0	0.0	0.459193117	2.983026012	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gramd1c	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gp1ba	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
