UID	Symbol	Pearson rho	Pearson p-value	Cell State
Gm15354	Gm15354	0.12635137141428396	1.247094966384944e-09	3
Gm43082	Gm43082	0.12635137141428396	1.247094966384944e-09	3
Hnf4aos	Hnf4aos	0.12635137141428396	1.247094966384944e-09	3
Ly6f	Ly6f	0.12635137141428396	1.247094966384944e-09	3
Omg	Omg	0.12635137141428396	1.247094966384944e-09	3
Pla2g10	Pla2g10	0.12635137141428396	1.247094966384944e-09	3
Slc22a30	Slc22a30	0.12635137141428396	1.247094966384944e-09	3
Zfp791	Zfp791	0.12635137141428396	1.247094966384944e-09	3
Abcc6	Abcc6	0.12635137141428393	1.247094966384944e-09	3
Cyp11b1	Cyp11b1	0.12635137141428393	1.247094966384944e-09	3
Erich5	Erich5	0.12635137141428393	1.247094966384944e-09	3
Gm42596	Gm42596	0.12635137141428393	1.247094966384944e-09	3
Gm43688	Gm43688	0.12635137141428393	1.247094966384944e-09	3
Gpr135	Gpr135	0.12635137141428393	1.247094966384944e-09	3
Prss30	Prss30	0.12635137141428393	1.247094966384944e-09	3
Rag2	Rag2	0.12635137141428393	1.247094966384944e-09	3
Slc10a2	Slc10a2	0.12635137141428393	1.247094966384944e-09	3
Tnip3	Tnip3	0.12635137141428393	1.247094966384944e-09	3
A230077H06Rik	A230077H06Rik	0.1263513714142839	1.247094966384944e-09	3
A930001A20Rik	A930001A20Rik	0.1263513714142839	1.247094966384944e-09	3
B430305J03Rik	B430305J03Rik	0.1263513714142839	1.247094966384944e-09	3
Gm10787	Gm10787	0.1263513714142839	1.247094966384944e-09	3
Gm14762	Gm14762	0.1263513714142839	1.247094966384944e-09	3
Gm43565	Gm43565	0.1263513714142839	1.247094966384944e-09	3
Gm5524	Gm5524	0.1263513714142839	1.247094966384944e-09	3
Hrasls5	Hrasls5	0.1263513714142839	1.247094966384944e-09	3
Otog	Otog	0.1263513714142839	1.247094966384944e-09	3
Fbxw24	Fbxw24	0.12635137141428388	1.2470949663852851e-09	3
G6pc	G6pc	0.12635137141428388	1.2470949663852851e-09	3
Gm2016	Gm2016	0.12635137141428388	1.2470949663852851e-09	3
Gm37065	Gm37065	0.12635137141428388	1.2470949663852851e-09	3
RP23-308M1.6	RP23-308M1.6	0.12635137141428388	1.2470949663852851e-09	3
Selp	Selp	0.12569821103711046	1.5182228923258247e-09	3
Tmigd1	Tmigd1	0.12568459143350127	1.5244472442242502e-09	3
Gm11767	Gm11767	0.12504673482142503	1.8455148448497149e-09	3
Inadl	Inadl	0.12478883379557923	1.993245245959913e-09	3
Kcnip2	Kcnip2	0.12467947669500629	2.0593069860771642e-09	3
Pcsk4	Pcsk4	0.1246487936325616	2.078222151360149e-09	3
Nudt19	Nudt19	0.12454642633735234	2.1425599642002767e-09	3
Tns1	Tns1	0.1241528250420299	2.40849135040306e-09	3
Tm2d2	Tm2d2	0.12397906695446967	2.535865598986701e-09	3
Npas3	Npas3	0.12357182109568578	2.8606292575591243e-09	3
Gpx4	Gpx4	0.1229438025105125	3.442211534209923e-09	3
Gstm6	Gstm6	0.12285965658608297	3.5283880941260406e-09	3
Lrrk2	Lrrk2	0.12200831322889738	4.52710613369248e-09	3
Slc30a1	Slc30a1	0.12187461165679452	4.7070981698791745e-09	3
Adam22	Adam22	0.12158810430277621	5.116543694248899e-09	3
Tmem125	Tmem125	0.12113873715500073	5.829384341670475e-09	3
Cox14	Cox14	0.12096707017000541	6.126443456635461e-09	3
Eci1	Eci1	0.12095260688463615	6.152132841248533e-09	3
4732465J04Rik	4732465J04Rik	0.1205936940847816	6.8242379983368436e-09	3
Defb19	Defb19	0.12047644680120176	7.058874103339353e-09	3
Hdac6	Hdac6	0.12024419657657621	7.547024685566331e-09	3
Shank2	Shank2	0.12010202747098794	7.861862637483986e-09	3
Pgpep1	Pgpep1	0.1199186312002826	8.286898625760653e-09	3
Gm37245	Gm37245	0.11982914916689938	8.502303817997293e-09	3
Mvd	Mvd	0.11980133152291451	8.570369190733911e-09	3
Psma4	Psma4	0.11972440017865012	8.76137624046233e-09	3
Cntn5	Cntn5	0.11972311498651379	8.764602009485909e-09	3
Rbks	Rbks	0.11915630891663709	1.0305662685618338e-08	3
Sri	Sri	0.11881971106219155	1.1342152606769748e-08	3
Aldh3a2	Aldh3a2	0.11874415206129678	1.1588371600419864e-08	3
Btd	Btd	0.11867972220401311	1.1802418287989084e-08	3
Evi5	Evi5	0.11853583730048117	1.2294380029919023e-08	3
Lactb	Lactb	0.11841930225434462	1.2707370277266828e-08	3
Tspan33	Tspan33	0.11812630063876667	1.3806146133784238e-08	3
Aldh16a1	Aldh16a1	0.11769572503958667	1.5589876384744748e-08	3
Dock9	Dock9	0.11751014063831948	1.6425914655693932e-08	3
Mxi1	Mxi1	0.11746048850415519	1.6656870678445475e-08	3
Cyp2j6	Cyp2j6	0.11728610877675123	1.7493233102494214e-08	3
Ctbs	Ctbs	0.11705128609742901	1.8684136278089484e-08	3
Mcoln2	Mcoln2	0.11675202823809352	2.0316262566530223e-08	3
Pld2	Pld2	0.11669751654581666	2.062810054321822e-08	3
Colgalt2	Colgalt2	0.1166335365244781	2.100002868953604e-08	3
3632451O06Rik	3632451O06Rik	0.11652861137016743	2.1624105229242508e-08	3
Abhd14a	Abhd14a	0.11646735354992221	2.199673524556461e-08	3
P2rx5	P2rx5	0.11615986688216957	2.3963289238131157e-08	3
Znrf2	Znrf2	0.11595273887724099	2.538301361182827e-08	3
Nmrk1	Nmrk1	0.11591690794964937	2.5636749415981225e-08	3
Ankrd13c	Ankrd13c	0.11556263377418986	2.8281633397191355e-08	3
Tmem139	Tmem139	0.1152441345295308	3.088388403679174e-08	3
4833439L19Rik	4833439L19Rik	0.1139608212826927	4.392616321569971e-08	3
Prkcq	Prkcq	0.11392216834667127	4.4392087364534356e-08	3
G630090E17Rik	G630090E17Rik	0.11343025252971425	5.07563784511131e-08	3
C2cd2l	C2cd2l	0.11301961470373967	5.673817280229088e-08	3
Ak4	Ak4	0.11257152998029127	6.40440463221666e-08	3
Asl	Asl	0.11231151197371204	6.869280848141456e-08	3
Scly	Scly	0.11228515467641664	6.918187620351739e-08	3
Slc33a1	Slc33a1	0.11225849023062302	6.968007230319198e-08	3
4933433C11Rik	4933433C11Rik	0.11213828169488552	7.196948784564541e-08	3
Hif3a	Hif3a	0.11177506107654782	7.933826557145532e-08	3
Sult6b1	Sult6b1	0.11164266911238978	8.220161535911689e-08	3
Cldn12	Cldn12	0.11142812443306604	8.705530844783814e-08	3
Acy1	Acy1	0.11136295420189171	8.858379271710223e-08	3
Kbtbd11	Kbtbd11	0.11116009413743375	9.350965303305331e-08	3
Bnip3	Bnip3	0.11103486410656631	9.66816894074161e-08	3
Timd2	Timd2	0.11091238165146713	9.988468825648735e-08	3
Sdk1	Sdk1	0.11058288192235147	1.0901915522363324e-07	3
Igf1r	Igf1r	0.11050315628215743	1.1134785343269222e-07	3
Cyp4f15	Cyp4f15	0.1103114315352444	1.1714656174492852e-07	3
Slc45a2	Slc45a2	0.10983101399963617	1.3298846667923408e-07	3
Selenbp1	Selenbp1	0.10975088485333444	1.3582478439790577e-07	3
Pyroxd2	Pyroxd2	0.10974956796917475	1.358718828492795e-07	3
Gstm5	Gstm5	0.10957519777064237	1.4224968285349867e-07	3
Gm16124	Gm16124	0.10953916564765437	1.4360321399227596e-07	3
Xpr1	Xpr1	0.10929538116056095	1.5309342121814076e-07	3
Slc22a23	Slc22a23	0.10924004431602019	1.5533053833211185e-07	3
Rab4a	Rab4a	0.10802110068985611	2.1343249872784825e-07	3
Crebrf	Crebrf	0.1079121629845206	2.1954402232237783e-07	3
Slc19a3	Slc19a3	0.10774240898280674	2.2940557362992964e-07	3
Gm26698	Gm26698	0.10771782733096467	2.3086858598573777e-07	3
Tprkb	Tprkb	0.10760100719093356	2.37945330106436e-07	3
Dhrs1	Dhrs1	0.10751602526600025	2.4322449399644116e-07	3
Galnt3	Galnt3	0.10747582361906369	2.457610890939121e-07	3
Agpat9	Agpat9	0.10745793415560481	2.4689805036338035e-07	3
Acbd4	Acbd4	0.10729514825986132	2.574798970802915e-07	3
Atp7b	Atp7b	0.10674544303573295	2.9654670063535093e-07	3
Echdc3	Echdc3	0.10644869034144587	3.199533314773507e-07	3
Gm43625	Gm43625	0.10644614802030991	3.2016136044614394e-07	3
Bckdha	Bckdha	0.10630839516642636	3.3163037576624194e-07	3
Proz	Proz	0.10606034942339694	3.5328912656291387e-07	3
Slc25a15	Slc25a15	0.10591497393624899	3.666105242322837e-07	3
Retsat	Retsat	0.10581171655185787	3.763653479538535e-07	3
Fah	Fah	0.10545697465756465	4.1182200020547663e-07	3
Grm3	Grm3	0.10543436849453351	4.1418746932296044e-07	3
Fa2h	Fa2h	0.10529154501870905	4.294379209747513e-07	3
Slc25a51	Slc25a51	0.10503953968422369	4.576766407465106e-07	3
Them6	Them6	0.10503090909816115	4.586747771987476e-07	3
Ten1	Ten1	0.10500603863142755	4.615628228297044e-07	3
Chpt1	Chpt1	0.1048490374868858	4.802030497763689e-07	3
Lingo4	Lingo4	0.10462415467278384	5.081715051804914e-07	3
Zfyve21	Zfyve21	0.10438080627519858	5.402038533588591e-07	3
Ankib1	Ankib1	0.10434403402071779	5.452103668008955e-07	3
Fat1	Fat1	0.10425432493170173	5.576124703976702e-07	3
Klf8	Klf8	0.10412462618408745	5.760247271443547e-07	3
Acnat1	Acnat1	0.10403208618532032	5.895184458466314e-07	3
Cml3	Cml3	0.10374306495609936	6.336512036065487e-07	3
Slc30a2	Slc30a2	0.103466642512689	6.78826217915102e-07	3
Ankrd34b	Ankrd34b	0.10337602758700297	6.942987826930643e-07	3
Dleu7	Dleu7	0.10334234372288238	7.001364565342482e-07	3
Cbr1	Cbr1	0.10306596389911746	7.498531184285376e-07	3
Gyg	Gyg	0.1030206848874779	7.583156085678079e-07	3
Tlk1	Tlk1	0.1028189600504172	7.971475172182694e-07	3
A730049H05Rik	A730049H05Rik	0.10280130800419877	8.006351522922306e-07	3
Cnppd1	Cnppd1	0.10276675122814379	8.07505338958406e-07	3
Dmgdh	Dmgdh	0.10260118146008072	8.412169365942649e-07	3
Acot2	Acot2	0.10253119941408666	8.558696077739375e-07	3
Atp6v1b2	Atp6v1b2	0.1024450453577408	8.742458532157807e-07	3
Aoc1	Aoc1	0.10240533788373714	8.828425359220907e-07	3
Lpp	Lpp	0.10210502314728104	9.505467980819743e-07	3
A830052D11Rik	A830052D11Rik	0.10208976699432898	9.54116295462106e-07	3
Rnf103	Rnf103	0.10189415219925999	1.0010427902849343e-06	3
Gm15222	Gm15222	0.10134986886349756	1.1435887167452434e-06	3
Map3k15	Map3k15	0.10131926819102867	1.1521571620433143e-06	3
Gm10642	Gm10642	0.10107292986658657	1.223418826761396e-06	3
Cog3	Cog3	0.10075664103772451	1.3211474390495931e-06	3
BC026585	BC026585	0.10052869787431598	1.3961859577916961e-06	3
Gm15860	Gm15860	0.10048692013816736	1.4103761641726742e-06	3
Wwp1	Wwp1	0.1001346515287628	1.5356659656875028e-06	3
Coa6	Coa6	0.10002031085356342	1.5785833208398567e-06	3
Ciita	Ciita	0.09992385358852504	1.6156820555139242e-06	3
Upk1a	Upk1a	0.0999160579545795	1.6187166660107727e-06	3
Arfgef3	Arfgef3	0.09943067926154174	1.8188317992001474e-06	3
Creld2	Creld2	0.09915633010569637	1.9422362185082364e-06	3
Slc5a4b	Slc5a4b	0.09867524280508128	2.1782875643010916e-06	3
Catsper4	Catsper4	0.0986335548069618	2.199991086234965e-06	3
Slc28a1	Slc28a1	0.09800930995093017	2.550879036908972e-06	3
Ttr	Ttr	0.0979979992610458	2.5577070365652863e-06	3
Pdzrn3	Pdzrn3	0.09796874040197368	2.575451357332784e-06	3
Pla1a	Pla1a	0.09760718047102736	2.804703092725313e-06	3
Gss	Gss	0.0971338980681579	3.134502264488981e-06	3
Dync2li1	Dync2li1	0.09688224905540947	3.3246837304761297e-06	3
6030407O03Rik	6030407O03Rik	0.09676338940295992	3.4183099964060233e-06	3
Agxt	Agxt	0.09662061657236305	3.5341149000589535e-06	3
Tex264	Tex264	0.0965828785629296	3.5653472647667223e-06	3
Mpv17l	Mpv17l	0.09649043469702219	3.642976109277568e-06	3
Ndufb11	Ndufb11	0.09647280575956646	3.6579625520908596e-06	3
Reep6	Reep6	0.0964099240180879	3.7119011866851987e-06	3
Ddc	Ddc	0.09617457812321534	3.920617934420849e-06	3
Osbpl8	Osbpl8	0.09582157491642766	4.254883391311093e-06	3
Zbtb32	Zbtb32	0.09580439072316257	4.271833114647309e-06	3
Gria3	Gria3	0.09571561924421378	4.360428093662131e-06	3
Esrra	Esrra	0.09542043305334014	4.667853772998746e-06	3
Mlxipl	Mlxipl	0.09470388809833703	5.502793111689938e-06	3
Fam110c	Fam110c	0.0946184376001088	5.61140989113331e-06	3
Sptlc3	Sptlc3	0.09408115065734424	6.342819374742377e-06	3
4933431E20Rik	4933431E20Rik	0.09395544094833666	6.526660470912803e-06	3
Fam196b	Fam196b	0.09394407673558831	6.543528583595901e-06	3
Cd27	Cd27	0.09389658551932449	6.614472804425212e-06	3
Mlh3	Mlh3	0.09380510238371316	6.753211772570529e-06	3
Galt	Galt	0.09362450162944708	7.035311947426525e-06	3
Cyp51	Cyp51	0.09357110029162889	7.120860202586276e-06	3
Pnpla2	Pnpla2	0.09348355291984828	7.263264966051624e-06	3
Usp12	Usp12	0.09324415942582023	7.666692985192553e-06	3
Gm43936	Gm43936	0.09317149447548499	7.793325804926886e-06	3
Pfkfb1	Pfkfb1	0.09314500883726957	7.839977205022246e-06	3
Map3k5	Map3k5	0.09250096496854868	9.060053470757923e-06	3
Msra	Msra	0.09238509786730761	9.29797676449324e-06	3
Use1	Use1	0.09227491162902046	9.52976009105024e-06	3
Sesn2	Sesn2	0.09216715996058446	9.761749893582587e-06	3
D630036H23Rik	D630036H23Rik	0.09184217283505734	1.0494546915176518e-05	3
Pyroxd1	Pyroxd1	0.09161336385776558	1.104165616440066e-05	3
AU040320	AU040320	0.09160209481164229	1.1069293046621534e-05	3
Acox3	Acox3	0.09144642877355427	1.1457875220027927e-05	3
5330439K02Rik	5330439K02Rik	0.09114905264264837	1.223666438740419e-05	3
Edf1	Edf1	0.09095805315135144	1.2763219570012213e-05	3
C8a	C8a	0.0906941520918752	1.3526404018480522e-05	3
Gm16536	Gm16536	0.09066357118357314	1.3617603550052548e-05	3
Fignl2	Fignl2	0.0904105669902178	1.4394934379136124e-05	3
D330045A20Rik	D330045A20Rik	0.0899808050568743	1.5813150545603804e-05	3
Slc25a30	Slc25a30	0.08956572312278621	1.73085827529749e-05	3
Sik1	Sik1	0.08947065709152496	1.7669554927554642e-05	3
Gm12942	Gm12942	0.08925552600920023	1.851306883096218e-05	3
Pip5k1b	Pip5k1b	0.08922835662267027	1.862228498288388e-05	3
Mink1	Mink1	0.08888105821166735	2.0073517956280025e-05	3
Ugt1a6a	Ugt1a6a	0.08883783274829177	2.0261496615522117e-05	3
Erlin1	Erlin1	0.08821040018385913	2.318592780372144e-05	3
1700064H15Rik	1700064H15Rik	0.08810902477563874	2.369457359650008e-05	3
2410080I02Rik	2410080I02Rik	0.08808546161674467	2.3814311038114728e-05	3
Smpd1	Smpd1	0.08804020192387349	2.404591629231586e-05	3
0610012G03Rik	0610012G03Rik	0.08770842940097165	2.5810254453758972e-05	3
Wfikkn1	Wfikkn1	0.08708821711318984	2.9443519269761632e-05	3
Rab3d	Rab3d	0.08687513146271222	3.080025981403137e-05	3
Gm13620	Gm13620	0.08685405529129761	3.0937634385139755e-05	3
Gm27200	Gm27200	0.08682722149368138	3.111337930310066e-05	3
Agap3	Agap3	0.0867197816174326	3.182658727683038e-05	3
Morn2	Morn2	0.08652414383399724	3.316531596467733e-05	3
Ccdc181	Ccdc181	0.08649785030518838	3.3349263025791857e-05	3
Gm16251	Gm16251	0.08643361603618792	3.3802721532207137e-05	3
Snx1	Snx1	0.08640940688762024	3.397513848582743e-05	3
Serpina1d	Serpina1d	0.0863876399906381	3.413087418135392e-05	3
Ppp1r21	Ppp1r21	0.08602088707126422	3.685898041009904e-05	3
Zbtb8b	Zbtb8b	0.08553466065817732	4.0795884376514476e-05	3
Sh3bp5l	Sh3bp5l	0.08541506842382092	4.182358874324723e-05	3
Nxt2	Nxt2	0.08484734125879462	4.7046208145915085e-05	3
4732491K20Rik	4732491K20Rik	0.08452605316177209	5.026968351980253e-05	3
Cebpzos	Cebpzos	0.08436667562628317	5.194529666622992e-05	3
Pex26	Pex26	0.08427558742414361	5.292656457056008e-05	3
2300009A05Rik	2300009A05Rik	0.08403886200419863	5.555948041957944e-05	3
Tunar	Tunar	0.08401754969924716	5.580250979608132e-05	3
Ggact	Ggact	0.08360252312654781	6.0740598388636335e-05	3
Mccc1	Mccc1	0.08348035705166193	6.227116890033068e-05	3
Acox1	Acox1	0.08335372695948087	6.38961384605406e-05	3
Zfp444	Zfp444	0.08334001077765049	6.407453814598219e-05	3
Ero1lb	Ero1lb	0.08329179523081388	6.470540060398943e-05	3
Tnnc2	Tnnc2	0.08329002563032564	6.472866583289596e-05	3
Il15	Il15	0.0832373699341378	6.542457047213241e-05	3
Gm5475	Gm5475	0.08319029957042479	6.605264335576021e-05	3
Fcrlb	Fcrlb	0.08305758863411922	6.785428783231915e-05	3
Hexdc	Hexdc	0.08300405199503433	6.859415770748198e-05	3
Fnip1	Fnip1	0.08281771896862854	7.122917501440692e-05	3
Arhgap20os	Arhgap20os	0.08281571988623562	7.125795696293556e-05	3
Zfp273	Zfp273	0.0825510693727043	7.51668896240306e-05	3
Pex19	Pex19	0.08239790817379923	7.752078803054231e-05	3
RP24-294M17.1	RP24-294M17.1	0.08235886014179973	7.813195558396457e-05	3
Gm42641	Gm42641	0.08231679292220963	7.879547133328534e-05	3
RP23-470G18.4	RP23-470G18.4	0.0821381022955071	8.167370285084175e-05	3
4932430I15Rik	4932430I15Rik	0.08203161225887828	8.343590331073297e-05	3
Rsph3a	Rsph3a	0.08199059395751514	8.412420666869832e-05	3
Zfp704	Zfp704	0.08194696622128407	8.486218056021081e-05	3
Tmem192	Tmem192	0.081774089434495	8.784697410731532e-05	3
Lace1	Lace1	0.08173400923604913	8.855299200874391e-05	3
Gm29707	Gm29707	0.08164151781571444	9.0202739147473e-05	3
Cish	Cish	0.08150195584215766	9.274708618640041e-05	3
Plekhg4	Plekhg4	0.081354466887684	9.550948478045094e-05	3
Lrrc48	Lrrc48	0.08120259722665898	9.843495019368217e-05	3
Agtrap	Agtrap	0.0810442745940121	0.00010157460454876001	3
Ccdc88c	Ccdc88c	0.08095196394316197	0.00010344854100417449	3
Ubiad1	Ubiad1	0.08089510395725648	0.00010461899520280087	3
Ndufa13	Ndufa13	0.08065614574955339	0.00010967581727166995	3
Dennd6b	Dennd6b	0.08049684785669031	0.00011317394650241035	3
Pycrl	Pycrl	0.08024912260027992	0.0001188235534107107	3
Cml2	Cml2	0.08008191145689753	0.00012278606640769157	3
Vmac	Vmac	0.07995293276156311	0.00012592725892785782	3
Hps5	Hps5	0.07974113942621713	0.0001312500924358947	3
Hoxaas3	Hoxaas3	0.07971698478592172	0.00013187043480209932	3
Rab7	Rab7	0.0794339290398733	0.00013934866959853257	3
Snx8	Snx8	0.07921764034661574	0.00014533008611747268	3
Spag6l	Spag6l	0.07916638815742882	0.00014678244393749674	3
Gm10516	Gm10516	0.07889484441902236	0.00015470791121865277	3
Ablim2	Ablim2	0.07877855757474418	0.00015822357162458738	3
Atp11a	Atp11a	0.07861589827767308	0.00016326741031655025	3
Gm29609	Gm29609	0.0784384482573514	0.00016894213601014206	3
Gm16751	Gm16751	0.07828992476517586	0.00017383382424793979	3
Baiap2	Baiap2	0.07825421478197697	0.00017502964002801268	3
Hspb9	Hspb9	0.0779188137949473	0.0001866447102757298	3
Srek1ip1	Srek1ip1	0.07761468814085583	0.00019779903837629885	3
Mfsd12	Mfsd12	0.07758362273819258	0.0001989729906791822	3
Mst1	Mst1	0.07756571217667092	0.00019965279536990818	3
Mlycd	Mlycd	0.07724245629144179	0.00021230331376831448	3
1700034H15Rik	1700034H15Rik	0.07704822639540135	0.00022026225632589742	3
Tm2d1	Tm2d1	0.07702457807310048	0.0002212501855867611	3
Ppara	Ppara	0.07665067906263583	0.00023743320931736314	3
Bcas3	Bcas3	0.07651521351416206	0.00024356551614676482	3
Pex2	Pex2	0.07629588933521257	0.0002538097101842825	3
9230110C19Rik	9230110C19Rik	0.07622785849298756	0.0002570684582051716	3
Ogfod3	Ogfod3	0.07603009596304774	0.0002667655317164398	3
Bdnf	Bdnf	0.075908833050179	0.0002728799067646282	3
1700112J16Rik	1700112J16Rik	0.07583543268703294	0.0002766444513590847	3
Zcchc16	Zcchc16	0.0755392460944787	0.0002923348898231258	3
Mbd2	Mbd2	0.07553607442830317	0.0002925073298174072	3
Tmem120a	Tmem120a	0.07547794599261014	0.0002956846223087893	3
Gna13	Gna13	0.07547753294062515	0.0002957073148309946	3
Gm17491	Gm17491	0.07523827375982568	0.0003091293764076826	3
Fahd2a	Fahd2a	0.07515052566154319	0.0003141932068801796	3
Itgb1bp1	Itgb1bp1	0.07435128503324066	0.00036402432510395874	3
Fcho2	Fcho2	0.07419927466579461	0.0003743009527220151	3
Hltf	Hltf	0.07417369381411285	0.00037605675662894206	3
Glb1	Glb1	0.07397685085572447	0.00038982718477031134	3
Helz	Helz	0.07395218278553559	0.0003915856996479079	3
2900093K20Rik	2900093K20Rik	0.07389929028971433	0.00039538125089606184	3
Fxr1	Fxr1	0.07383610661975125	0.00039996031681842044	3
Coa4	Coa4	0.0738161311336703	0.0004014182563067744	3
Gm10244	Gm10244	0.07374711237797264	0.00040649396627080134	3
Gm4787	Gm4787	0.07342228514906587	0.0004311967519773544	3
Lipc	Lipc	0.07331075542274852	0.00043999662395494566	3
Gm5493	Gm5493	0.07321115990414635	0.00044799618520306955	3
Gm26782	Gm26782	0.0731109980812558	0.0004561778797945982	3
Ncoa2	Ncoa2	0.07289826228690383	0.0004740195462254188	3
Mogat2	Mogat2	0.07289437242565948	0.00047435175530209455	3
P2rx2	P2rx2	0.07289182257602454	0.0004745696399985659	3
Fbxo36	Fbxo36	0.07275650028661378	0.00048626770494906996	3
Slc39a13	Slc39a13	0.07273608010702348	0.0004880561075185859	3
Pnpla3	Pnpla3	0.07268363979425298	0.0004926769618253689	3
Mras	Mras	0.07268009811047273	0.000492990507532377	3
Zfp871	Zfp871	0.07257521149889816	0.0005023608643405512	3
Mlx	Mlx	0.07253703640640373	0.0005058123457823591	3
Bcl2l15	Bcl2l15	0.0723399979308183	0.0005239809610361744	3
1810044D09Rik	1810044D09Rik	0.07228944519260738	0.00052873935616689	3
1700007K13Rik	1700007K13Rik	0.07227554621081715	0.0005300546659824035	3
Zbtb10	Zbtb10	0.07208037651007673	0.0005488489927737654	3
Commd6	Commd6	0.0719541733582481	0.0005613303394209356	3
5430427N15Rik	5430427N15Rik	0.07166916383096253	0.000590495763835562	3
Atp5s	Atp5s	0.07164795085251108	0.0005927219358351001	3
Rxfp3	Rxfp3	0.07164776904814617	0.0005927410487863066	3
Fzd5	Fzd5	0.07150551751022842	0.0006078728279268104	3
Apba3	Apba3	0.07146209447716408	0.0006125629718366745	3
Mut	Mut	0.0713305916105011	0.0006269727379783757	3
Mfsd11	Mfsd11	0.0712485938345839	0.0006361167204121099	3
5930430L01Rik	5930430L01Rik	0.07112936101819442	0.0006496343489504497	3
Galc	Galc	0.07078532069078035	0.0006901500549956552	3
Fbxo8	Fbxo8	0.07074361707508794	0.0006952176661379726	3
Tarsl2	Tarsl2	0.07072105153611664	0.0006979741036701759	3
Slc35b4	Slc35b4	0.07066487209783745	0.0007048807153639831	3
Adtrp	Adtrp	0.07066195906059652	0.0007052405645349641	3
Fosb	Fosb	0.07017868361632482	0.0007673586173582403	3
Pou2f1	Pou2f1	0.06998468713677777	0.0007936927519077685	3
Stard5	Stard5	0.06947874064553129	0.000866367585773878	3
Synj2bp	Synj2bp	0.069015089259698	0.0009383346379403723	3
Samd8	Samd8	0.06872700132474874	0.0009857983839951033	3
4930480K23Rik	4930480K23Rik	0.06850164864833369	0.0010244643099676788	3
1810034E14Rik	1810034E14Rik	0.06830087885392254	0.0010600889976585726	3
B3galnt1	B3galnt1	0.0680073522625967	0.0011142375615783588	3
Gm21967	Gm21967	0.06800679055504022	0.0011143435898988093	3
Nim1k	Nim1k	0.06778783431429078	0.0011563913994336007	3
Ndufb3	Ndufb3	0.06761669219978347	0.0011902722206555592	3
Celf5	Celf5	0.06755906077896501	0.0012018861772632571	3
Tbc1d17	Tbc1d17	0.06735176826879609	0.0012445303712573543	3
Aup1	Aup1	0.06696633490402217	0.0013275544324341674	3
Ndfip2	Ndfip2	0.06696580229517973	0.0013276726113653997	3
Vcpip1	Vcpip1	0.06669440635390404	0.0013891696403089174	3
Gm26912	Gm26912	0.06637022692711561	0.00146606376244682	3
Plcxd1	Plcxd1	0.06616200946550779	0.0015174995527957949	3
Pex11g	Pex11g	0.0661596004266886	0.0015181042587885305	3
2310010G23Rik	2310010G23Rik	0.06601024439533232	0.0015560310310000643	3
Nudt2	Nudt2	0.06564086378522639	0.0016536051679829644	3
Nus1	Nus1	0.0654138255647202	0.001716338584798129	3
Gm12689	Gm12689	0.06527308162631894	0.001756318496249713	3
Tom1	Tom1	0.0652474472636605	0.0017636916933597409	3
Ftcd	Ftcd	0.0650983391242846	0.00180714633214384	3
Myo9a	Myo9a	0.06504895720400136	0.0018217530813629862	3
Lman2l	Lman2l	0.06502156868864611	0.0018299010359706658	3
Lrrcc1	Lrrcc1	0.06443271692409439	0.0020133795007805763	3
Hscb	Hscb	0.06428753501343323	0.002061137106295785	3
Hsf2bp	Hsf2bp	0.0641505803565614	0.0021071380802608793	3
Pink1	Pink1	0.06413681060046529	0.002111814810683108	3
Vps35	Vps35	0.06411201853349842	0.002120259125148982	3
Agbl4	Agbl4	0.06408376962448087	0.0021299185683330522	3
Ube2r2	Ube2r2	0.06405871554964339	0.0021385192938254373	3
Ctdsp1	Ctdsp1	0.06321740522694637	0.0024464773979421396	3
Zbtb18	Zbtb18	0.06281660582863774	0.002607009411439505	3
Zer1	Zer1	0.06279895266502121	0.0026142964598256306	3
Pex1	Pex1	0.06256038032463872	0.00271461877573438	3
Phf3	Phf3	0.06247775806478601	0.0027501737064681295	3
Zfp189	Zfp189	0.062365438720382506	0.0027991901016857557	3
Ccpg1	Ccpg1	0.062354413274643555	0.0028040443525701644	3
Nt5c2	Nt5c2	0.06218882270888494	0.002877880202518309	3
Uqcc1	Uqcc1	0.062037661527506525	0.0029468261420667655	3
Ptdss2	Ptdss2	0.06192516955971486	0.0029991086436373725	3
Irs4	Irs4	0.06183630132094945	0.003041008024083419	3
6530409C15Rik	6530409C15Rik	0.06180028400635249	0.0030581407944543612	3
Atxn7	Atxn7	0.06153605867885533	0.003186542385159485	3
Tpcn2	Tpcn2	0.061112115005935934	0.003402850146173749	3
Kif13b	Kif13b	0.06109375392298209	0.0034125134417406053	3
Ift57	Ift57	0.061051645846636526	0.003434768942963742	3
Def8	Def8	0.0609568440716542	0.003485358819564933	3
Kdm3a	Kdm3a	0.06078160948560726	0.003580658278749052	3
Ap1g1	Ap1g1	0.060556042019720764	0.003706816358872801	3
Gpld1	Gpld1	0.06032354855880778	0.0038410619344604316	3
Slc17a5	Slc17a5	0.060313008795117674	0.0038472510753995337	3
Zfp202	Zfp202	0.06013540237319213	0.003952915719836077	3
6030445D17Rik	6030445D17Rik	0.059612438336023005	0.004279518415601348	3
Map3k4	Map3k4	0.05917180424093688	0.004573479394830999	3
Prob1	Prob1	0.059024999756291496	0.00467540299222315	3
Atp6v1d	Atp6v1d	0.05896825449132373	0.004715347762470758	3
